run_id,name,gender,race,eviction,credit_scores,query_response_raw,query_response
6702,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,650,,
6703,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,650,,
6704,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,650,,
6705,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,750,,
6706,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,750,,
6707,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,750,,
6708,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,850,,
6709,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,850,,
6710,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,850,,
6711,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
6712,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
6713,Tanisha Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
6714,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
6715,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
6716,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
6717,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
6718,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
6719,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
6720,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
6721,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
6722,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
6723,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
6724,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
6725,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
6726,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
6727,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
6728,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
6729,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6730,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6731,Tanisha Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6732,Tanisha Washington,Woman,Black,None-control,500,,
6733,Tanisha Washington,Woman,Black,None-control,500,,
6734,Tanisha Washington,Woman,Black,None-control,500,,
6735,Tanisha Washington,Woman,Black,None-control,600,,
6736,Tanisha Washington,Woman,Black,None-control,600,,
6737,Tanisha Washington,Woman,Black,None-control,600,,
6738,Tanisha Washington,Woman,Black,None-control,650,,
6739,Tanisha Washington,Woman,Black,None-control,650,,
6740,Tanisha Washington,Woman,Black,None-control,650,,
6741,Tanisha Washington,Woman,Black,None-control,750,,
6742,Tanisha Washington,Woman,Black,None-control,750,,
6743,Tanisha Washington,Woman,Black,None-control,750,,
6744,Tanisha Washington,Woman,Black,None-control,850,,
6745,Tanisha Washington,Woman,Black,None-control,850,,
6746,Tanisha Washington,Woman,Black,None-control,850,,
6747,Tanisha Washington,Woman,Black,None-control,None-control,,
6748,Tanisha Washington,Woman,Black,None-control,None-control,,
6749,Tanisha Washington,Woman,Black,None-control,None-control,,
6750,Tanisha Jefferson,Woman,Black,no record of eviction,500,,
6751,Tanisha Jefferson,Woman,Black,no record of eviction,500,,
6752,Tanisha Jefferson,Woman,Black,no record of eviction,500,,
6753,Tanisha Jefferson,Woman,Black,no record of eviction,600,,
6754,Tanisha Jefferson,Woman,Black,no record of eviction,600,,
6755,Tanisha Jefferson,Woman,Black,no record of eviction,600,,
6756,Tanisha Jefferson,Woman,Black,no record of eviction,650,,
6757,Tanisha Jefferson,Woman,Black,no record of eviction,650,,
6758,Tanisha Jefferson,Woman,Black,no record of eviction,650,,
6759,Tanisha Jefferson,Woman,Black,no record of eviction,750,,
6760,Tanisha Jefferson,Woman,Black,no record of eviction,750,,
6761,Tanisha Jefferson,Woman,Black,no record of eviction,750,,
6762,Tanisha Jefferson,Woman,Black,no record of eviction,850,,
6763,Tanisha Jefferson,Woman,Black,no record of eviction,850,,
6764,Tanisha Jefferson,Woman,Black,no record of eviction,850,,
6765,Tanisha Jefferson,Woman,Black,no record of eviction,None-control,,
6766,Tanisha Jefferson,Woman,Black,no record of eviction,None-control,,
6767,Tanisha Jefferson,Woman,Black,no record of eviction,None-control,,
6768,Tanisha Jefferson,Woman,Black,previously been evicted,500,,
6769,Tanisha Jefferson,Woman,Black,previously been evicted,500,,
6770,Tanisha Jefferson,Woman,Black,previously been evicted,500,,
6771,Tanisha Jefferson,Woman,Black,previously been evicted,600,,
6772,Tanisha Jefferson,Woman,Black,previously been evicted,600,,
6773,Tanisha Jefferson,Woman,Black,previously been evicted,600,,
6774,Tanisha Jefferson,Woman,Black,previously been evicted,650,,
6775,Tanisha Jefferson,Woman,Black,previously been evicted,650,,
6776,Tanisha Jefferson,Woman,Black,previously been evicted,650,,
6777,Tanisha Jefferson,Woman,Black,previously been evicted,750,,
6778,Tanisha Jefferson,Woman,Black,previously been evicted,750,,
6779,Tanisha Jefferson,Woman,Black,previously been evicted,750,,
6780,Tanisha Jefferson,Woman,Black,previously been evicted,850,,
6781,Tanisha Jefferson,Woman,Black,previously been evicted,850,,
6782,Tanisha Jefferson,Woman,Black,previously been evicted,850,,
6783,Tanisha Jefferson,Woman,Black,previously been evicted,None-control,,
6784,Tanisha Jefferson,Woman,Black,previously been evicted,None-control,,
6785,Tanisha Jefferson,Woman,Black,previously been evicted,None-control,,
6786,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,500,,
6787,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,500,,
6788,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,500,,
6789,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,600,,
6790,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,600,,
6791,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,600,,
6792,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,650,,
6793,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,650,,
6794,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,650,,
6795,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,750,,
6796,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,750,,
6797,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,750,,
6798,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,850,,
6799,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,850,,
6800,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,850,,
6801,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,None-control,,
6802,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,None-control,,
6803,Tanisha Jefferson,Woman,Black,previously been evicted 6 years ago,None-control,,
6804,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,500,,
6805,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,500,,
6806,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,500,,
6807,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,600,,
6808,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,600,,
6809,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,600,,
6810,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,650,,
6811,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,650,,
6812,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,650,,
6813,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,750,,
6814,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,750,,
6815,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,750,,
6816,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,850,,
6817,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,850,,
6818,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,850,,
6819,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6820,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6821,Tanisha Jefferson,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6822,Tanisha Jefferson,Woman,Black,None-control,500,,
6823,Tanisha Jefferson,Woman,Black,None-control,500,,
6824,Tanisha Jefferson,Woman,Black,None-control,500,,
6825,Tanisha Jefferson,Woman,Black,None-control,600,,
6826,Tanisha Jefferson,Woman,Black,None-control,600,,
6827,Tanisha Jefferson,Woman,Black,None-control,600,,
6828,Tanisha Jefferson,Woman,Black,None-control,650,,
6829,Tanisha Jefferson,Woman,Black,None-control,650,,
6830,Tanisha Jefferson,Woman,Black,None-control,650,,
6831,Tanisha Jefferson,Woman,Black,None-control,750,,
6832,Tanisha Jefferson,Woman,Black,None-control,750,,
6833,Tanisha Jefferson,Woman,Black,None-control,750,,
6834,Tanisha Jefferson,Woman,Black,None-control,850,,
6835,Tanisha Jefferson,Woman,Black,None-control,850,,
6836,Tanisha Jefferson,Woman,Black,None-control,850,,
6837,Tanisha Jefferson,Woman,Black,None-control,None-control,,
6838,Tanisha Jefferson,Woman,Black,None-control,None-control,,
6839,Tanisha Jefferson,Woman,Black,None-control,None-control,,
6840,Latonya Washington,Woman,Black,no record of eviction,500,,
6841,Latonya Washington,Woman,Black,no record of eviction,500,,
6842,Latonya Washington,Woman,Black,no record of eviction,500,,
6843,Latonya Washington,Woman,Black,no record of eviction,600,,
6844,Latonya Washington,Woman,Black,no record of eviction,600,,
6845,Latonya Washington,Woman,Black,no record of eviction,600,,
6846,Latonya Washington,Woman,Black,no record of eviction,650,,
6847,Latonya Washington,Woman,Black,no record of eviction,650,,
6848,Latonya Washington,Woman,Black,no record of eviction,650,,
6849,Latonya Washington,Woman,Black,no record of eviction,750,,
6850,Latonya Washington,Woman,Black,no record of eviction,750,,
6851,Latonya Washington,Woman,Black,no record of eviction,750,,
6852,Latonya Washington,Woman,Black,no record of eviction,850,,
6853,Latonya Washington,Woman,Black,no record of eviction,850,,
6854,Latonya Washington,Woman,Black,no record of eviction,850,,
6855,Latonya Washington,Woman,Black,no record of eviction,None-control,,
6856,Latonya Washington,Woman,Black,no record of eviction,None-control,,
6857,Latonya Washington,Woman,Black,no record of eviction,None-control,,
6858,Latonya Washington,Woman,Black,previously been evicted,500,,
6859,Latonya Washington,Woman,Black,previously been evicted,500,,
6860,Latonya Washington,Woman,Black,previously been evicted,500,,
6861,Latonya Washington,Woman,Black,previously been evicted,600,,
6862,Latonya Washington,Woman,Black,previously been evicted,600,,
6863,Latonya Washington,Woman,Black,previously been evicted,600,,
6864,Latonya Washington,Woman,Black,previously been evicted,650,,
6865,Latonya Washington,Woman,Black,previously been evicted,650,,
6866,Latonya Washington,Woman,Black,previously been evicted,650,,
6867,Latonya Washington,Woman,Black,previously been evicted,750,,
6868,Latonya Washington,Woman,Black,previously been evicted,750,,
6869,Latonya Washington,Woman,Black,previously been evicted,750,,
6870,Latonya Washington,Woman,Black,previously been evicted,850,,
6871,Latonya Washington,Woman,Black,previously been evicted,850,,
6872,Latonya Washington,Woman,Black,previously been evicted,850,,
6873,Latonya Washington,Woman,Black,previously been evicted,None-control,,
6874,Latonya Washington,Woman,Black,previously been evicted,None-control,,
6875,Latonya Washington,Woman,Black,previously been evicted,None-control,,
6876,Latonya Washington,Woman,Black,previously been evicted 6 years ago,500,,
6877,Latonya Washington,Woman,Black,previously been evicted 6 years ago,500,,
6878,Latonya Washington,Woman,Black,previously been evicted 6 years ago,500,,
6879,Latonya Washington,Woman,Black,previously been evicted 6 years ago,600,,
6880,Latonya Washington,Woman,Black,previously been evicted 6 years ago,600,,
6881,Latonya Washington,Woman,Black,previously been evicted 6 years ago,600,,
6882,Latonya Washington,Woman,Black,previously been evicted 6 years ago,650,,
6883,Latonya Washington,Woman,Black,previously been evicted 6 years ago,650,,
6884,Latonya Washington,Woman,Black,previously been evicted 6 years ago,650,,
6885,Latonya Washington,Woman,Black,previously been evicted 6 years ago,750,,
6886,Latonya Washington,Woman,Black,previously been evicted 6 years ago,750,,
6887,Latonya Washington,Woman,Black,previously been evicted 6 years ago,750,,
6888,Latonya Washington,Woman,Black,previously been evicted 6 years ago,850,,
6889,Latonya Washington,Woman,Black,previously been evicted 6 years ago,850,,
6890,Latonya Washington,Woman,Black,previously been evicted 6 years ago,850,,
6891,Latonya Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
6892,Latonya Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
6893,Latonya Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
6894,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
6895,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
6896,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
6897,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
6898,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
6899,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
6900,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
6901,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
6902,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
6903,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
6904,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
6905,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
6906,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
6907,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
6908,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
6909,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6910,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6911,Latonya Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
6912,Latonya Washington,Woman,Black,None-control,500,,
6913,Latonya Washington,Woman,Black,None-control,500,,
6914,Latonya Washington,Woman,Black,None-control,500,,
6915,Latonya Washington,Woman,Black,None-control,600,,
6916,Latonya Washington,Woman,Black,None-control,600,,
6917,Latonya Washington,Woman,Black,None-control,600,,
6918,Latonya Washington,Woman,Black,None-control,650,,
6919,Latonya Washington,Woman,Black,None-control,650,,
6920,Latonya Washington,Woman,Black,None-control,650,,
6921,Latonya Washington,Woman,Black,None-control,750,,
6922,Latonya Washington,Woman,Black,None-control,750,,
6923,Latonya Washington,Woman,Black,None-control,750,,
6924,Latonya Washington,Woman,Black,None-control,850,,
6925,Latonya Washington,Woman,Black,None-control,850,,
6926,Latonya Washington,Woman,Black,None-control,850,,
6927,Latonya Washington,Woman,Black,None-control,None-control,,
6928,Latonya Washington,Woman,Black,None-control,None-control,,
6929,Latonya Washington,Woman,Black,None-control,None-control,,
6930,Latonya Jefferson,Woman,Black,no record of eviction,500,,
6931,Latonya Jefferson,Woman,Black,no record of eviction,500,,
6932,Latonya Jefferson,Woman,Black,no record of eviction,500,,
6933,Latonya Jefferson,Woman,Black,no record of eviction,600,,
6934,Latonya Jefferson,Woman,Black,no record of eviction,600,,
6935,Latonya Jefferson,Woman,Black,no record of eviction,600,,
6936,Latonya Jefferson,Woman,Black,no record of eviction,650,,
6937,Latonya Jefferson,Woman,Black,no record of eviction,650,,
6938,Latonya Jefferson,Woman,Black,no record of eviction,650,,
6939,Latonya Jefferson,Woman,Black,no record of eviction,750,,
6940,Latonya Jefferson,Woman,Black,no record of eviction,750,,
6941,Latonya Jefferson,Woman,Black,no record of eviction,750,,
6942,Latonya Jefferson,Woman,Black,no record of eviction,850,,
6943,Latonya Jefferson,Woman,Black,no record of eviction,850,,
6944,Latonya Jefferson,Woman,Black,no record of eviction,850,,
6945,Latonya Jefferson,Woman,Black,no record of eviction,None-control,,
6946,Latonya Jefferson,Woman,Black,no record of eviction,None-control,,
6947,Latonya Jefferson,Woman,Black,no record of eviction,None-control,,
6948,Latonya Jefferson,Woman,Black,previously been evicted,500,,
6949,Latonya Jefferson,Woman,Black,previously been evicted,500,,
6950,Latonya Jefferson,Woman,Black,previously been evicted,500,,
6951,Latonya Jefferson,Woman,Black,previously been evicted,600,,
6952,Latonya Jefferson,Woman,Black,previously been evicted,600,,
6953,Latonya Jefferson,Woman,Black,previously been evicted,600,,
6954,Latonya Jefferson,Woman,Black,previously been evicted,650,,
6955,Latonya Jefferson,Woman,Black,previously been evicted,650,,
6956,Latonya Jefferson,Woman,Black,previously been evicted,650,,
6957,Latonya Jefferson,Woman,Black,previously been evicted,750,,
6958,Latonya Jefferson,Woman,Black,previously been evicted,750,,
6959,Latonya Jefferson,Woman,Black,previously been evicted,750,,
6960,Latonya Jefferson,Woman,Black,previously been evicted,850,,
6961,Latonya Jefferson,Woman,Black,previously been evicted,850,,
6962,Latonya Jefferson,Woman,Black,previously been evicted,850,,
6963,Latonya Jefferson,Woman,Black,previously been evicted,None-control,,
6964,Latonya Jefferson,Woman,Black,previously been evicted,None-control,,
6965,Latonya Jefferson,Woman,Black,previously been evicted,None-control,,
6966,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,500,,
6967,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,500,,
6968,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,500,,
6969,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,600,,
6970,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,600,,
6971,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,600,,
6972,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,650,,
6973,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,650,,
6974,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,650,,
6975,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,750,,
6976,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,750,,
6977,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,750,,
6978,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,850,,
6979,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,850,,
6980,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,850,,
6981,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,None-control,,
6982,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,None-control,,
6983,Latonya Jefferson,Woman,Black,previously been evicted 6 years ago,None-control,,
6984,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,500,,
6985,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,500,,
6986,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,500,,
6987,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,600,,
6988,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,600,,
6989,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,600,,
6990,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,650,,
6991,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,650,,
6992,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,650,,
6993,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,750,,
6994,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,750,,
6995,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,750,,
6996,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,850,,
6997,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,850,,
6998,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,850,,
6999,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
7000,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
7001,Latonya Jefferson,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
7002,Latonya Jefferson,Woman,Black,None-control,500,,
7003,Latonya Jefferson,Woman,Black,None-control,500,,
7004,Latonya Jefferson,Woman,Black,None-control,500,,
7005,Latonya Jefferson,Woman,Black,None-control,600,,
7006,Latonya Jefferson,Woman,Black,None-control,600,,
7007,Latonya Jefferson,Woman,Black,None-control,600,,
7008,Latonya Jefferson,Woman,Black,None-control,650,,
7009,Latonya Jefferson,Woman,Black,None-control,650,,
7010,Latonya Jefferson,Woman,Black,None-control,650,,
7011,Latonya Jefferson,Woman,Black,None-control,750,,
7012,Latonya Jefferson,Woman,Black,None-control,750,,
7013,Latonya Jefferson,Woman,Black,None-control,750,,
7014,Latonya Jefferson,Woman,Black,None-control,850,,
7015,Latonya Jefferson,Woman,Black,None-control,850,,
7016,Latonya Jefferson,Woman,Black,None-control,850,,
7017,Latonya Jefferson,Woman,Black,None-control,None-control,,
7018,Latonya Jefferson,Woman,Black,None-control,None-control,,
7019,Latonya Jefferson,Woman,Black,None-control,None-control,,
7020,Tamika Washington,Woman,Black,no record of eviction,500,,
7021,Tamika Washington,Woman,Black,no record of eviction,500,,
7022,Tamika Washington,Woman,Black,no record of eviction,500,,
7023,Tamika Washington,Woman,Black,no record of eviction,600,,
7024,Tamika Washington,Woman,Black,no record of eviction,600,,
7025,Tamika Washington,Woman,Black,no record of eviction,600,,
7026,Tamika Washington,Woman,Black,no record of eviction,650,,
7027,Tamika Washington,Woman,Black,no record of eviction,650,,
7028,Tamika Washington,Woman,Black,no record of eviction,650,,
7029,Tamika Washington,Woman,Black,no record of eviction,750,,
7030,Tamika Washington,Woman,Black,no record of eviction,750,,
7031,Tamika Washington,Woman,Black,no record of eviction,750,,
7032,Tamika Washington,Woman,Black,no record of eviction,850,,
7033,Tamika Washington,Woman,Black,no record of eviction,850,,
7034,Tamika Washington,Woman,Black,no record of eviction,850,,
7035,Tamika Washington,Woman,Black,no record of eviction,None-control,,
7036,Tamika Washington,Woman,Black,no record of eviction,None-control,,
7037,Tamika Washington,Woman,Black,no record of eviction,None-control,,
7038,Tamika Washington,Woman,Black,previously been evicted,500,,
7039,Tamika Washington,Woman,Black,previously been evicted,500,,
7040,Tamika Washington,Woman,Black,previously been evicted,500,,
7041,Tamika Washington,Woman,Black,previously been evicted,600,,
7042,Tamika Washington,Woman,Black,previously been evicted,600,,
7043,Tamika Washington,Woman,Black,previously been evicted,600,,
7044,Tamika Washington,Woman,Black,previously been evicted,650,,
7045,Tamika Washington,Woman,Black,previously been evicted,650,,
7046,Tamika Washington,Woman,Black,previously been evicted,650,,
7047,Tamika Washington,Woman,Black,previously been evicted,750,,
7048,Tamika Washington,Woman,Black,previously been evicted,750,,
7049,Tamika Washington,Woman,Black,previously been evicted,750,,
7050,Tamika Washington,Woman,Black,previously been evicted,850,,
7051,Tamika Washington,Woman,Black,previously been evicted,850,,
7052,Tamika Washington,Woman,Black,previously been evicted,850,,
7053,Tamika Washington,Woman,Black,previously been evicted,None-control,,
7054,Tamika Washington,Woman,Black,previously been evicted,None-control,,
7055,Tamika Washington,Woman,Black,previously been evicted,None-control,,
7056,Tamika Washington,Woman,Black,previously been evicted 6 years ago,500,,
7057,Tamika Washington,Woman,Black,previously been evicted 6 years ago,500,,
7058,Tamika Washington,Woman,Black,previously been evicted 6 years ago,500,,
7059,Tamika Washington,Woman,Black,previously been evicted 6 years ago,600,,
7060,Tamika Washington,Woman,Black,previously been evicted 6 years ago,600,,
7061,Tamika Washington,Woman,Black,previously been evicted 6 years ago,600,,
7062,Tamika Washington,Woman,Black,previously been evicted 6 years ago,650,,
7063,Tamika Washington,Woman,Black,previously been evicted 6 years ago,650,,
7064,Tamika Washington,Woman,Black,previously been evicted 6 years ago,650,,
7065,Tamika Washington,Woman,Black,previously been evicted 6 years ago,750,,
7066,Tamika Washington,Woman,Black,previously been evicted 6 years ago,750,,
7067,Tamika Washington,Woman,Black,previously been evicted 6 years ago,750,,
7068,Tamika Washington,Woman,Black,previously been evicted 6 years ago,850,,
7069,Tamika Washington,Woman,Black,previously been evicted 6 years ago,850,,
7070,Tamika Washington,Woman,Black,previously been evicted 6 years ago,850,,
7071,Tamika Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
7072,Tamika Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
7073,Tamika Washington,Woman,Black,previously been evicted 6 years ago,None-control,,
7074,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
7075,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
7076,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,500,,
7077,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
7078,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
7079,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,600,,
7080,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
7081,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
7082,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,650,,
7083,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
7084,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
7085,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,750,,
7086,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
7087,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
7088,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,850,,
7089,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
7090,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
7091,Tamika Washington,Woman,Black,gone to eviction court but their case was dismissed,None-control,,
7092,Tamika Washington,Woman,Black,None-control,500,,
7093,Tamika Washington,Woman,Black,None-control,500,,
7094,Tamika Washington,Woman,Black,None-control,500,,
7095,Tamika Washington,Woman,Black,None-control,600,,
7096,Tamika Washington,Woman,Black,None-control,600,,
7097,Tamika Washington,Woman,Black,None-control,600,,
7098,Tamika Washington,Woman,Black,None-control,650,,
7099,Tamika Washington,Woman,Black,None-control,650,,
7100,Tamika Washington,Woman,Black,None-control,650,,
7101,Tamika Washington,Woman,Black,None-control,750,,
7102,Tamika Washington,Woman,Black,None-control,750,,
7103,Tamika Washington,Woman,Black,None-control,750,,
7104,Tamika Washington,Woman,Black,None-control,850,,
7105,Tamika Washington,Woman,Black,None-control,850,,
7106,Tamika Washington,Woman,Black,None-control,850,,
7107,Tamika Washington,Woman,Black,None-control,None-control,,
7108,Tamika Washington,Woman,Black,None-control,None-control,,
7109,Tamika Washington,Woman,Black,None-control,None-control,,
7110,Tamika Jefferson,Woman,Black,no record of eviction,500,,
7111,Tamika Jefferson,Woman,Black,no record of eviction,500,,
7112,Tamika Jefferson,Woman,Black,no record of eviction,500,,
7113,Tamika Jefferson,Woman,Black,no record of eviction,600,,
7114,Tamika Jefferson,Woman,Black,no record of eviction,600,,
7115,Tamika Jefferson,Woman,Black,no record of eviction,600,,
7116,Tamika Jefferson,Woman,Black,no record of eviction,650,,
7117,Tamika Jefferson,Woman,Black,no record of eviction,650,,
7118,Tamika Jefferson,Woman,Black,no record of eviction,650,,
7119,Tamika Jefferson,Woman,Black,no record of eviction,750,,
7120,Tamika Jefferson,Woman,Black,no record of eviction,750,,
7121,Tamika Jefferson,Woman,Black,no record of eviction,750,,
7122,Tamika Jefferson,Woman,Black,no record of eviction,850,,
7123,Tamika Jefferson,Woman,Black,no record of eviction,850,,
