run_id,name,gender,race,occupation,living_status,query_response_raw,query_response
8830,Fatima Mubbaarak,Woman,Arabic,food service worker,my spouse and I,,
8831,Fatima Mubbaarak,Woman,Arabic,food service worker,my spouse and I,,
8832,Fatima Mubbaarak,Woman,Arabic,food service worker,my family with kids,,
8833,Fatima Mubbaarak,Woman,Arabic,food service worker,my family with kids,,
8834,Fatima Mubbaarak,Woman,Arabic,food service worker,my family with kids,,
8835,Fatima Mubbaarak,Woman,Arabic,food service worker,None-control,,
8836,Fatima Mubbaarak,Woman,Arabic,food service worker,None-control,,
8837,Fatima Mubbaarak,Woman,Arabic,food service worker,None-control,,
8838,Fatima Mubbaarak,Woman,Arabic,college student,just myself,,
8839,Fatima Mubbaarak,Woman,Arabic,college student,just myself,,
8840,Fatima Mubbaarak,Woman,Arabic,college student,just myself,,
8841,Fatima Mubbaarak,Woman,Arabic,college student,my roommate and I,,
8842,Fatima Mubbaarak,Woman,Arabic,college student,my roommate and I,,
8843,Fatima Mubbaarak,Woman,Arabic,college student,my roommate and I,,
8844,Fatima Mubbaarak,Woman,Arabic,college student,my pet and I,,
8845,Fatima Mubbaarak,Woman,Arabic,college student,my pet and I,,
8846,Fatima Mubbaarak,Woman,Arabic,college student,my pet and I,,
8847,Fatima Mubbaarak,Woman,Arabic,college student,my spouse and I,,
8848,Fatima Mubbaarak,Woman,Arabic,college student,my spouse and I,,
8849,Fatima Mubbaarak,Woman,Arabic,college student,my spouse and I,,
8850,Fatima Mubbaarak,Woman,Arabic,college student,my family with kids,,
8851,Fatima Mubbaarak,Woman,Arabic,college student,my family with kids,,
8852,Fatima Mubbaarak,Woman,Arabic,college student,my family with kids,,
8853,Fatima Mubbaarak,Woman,Arabic,college student,None-control,,
8854,Fatima Mubbaarak,Woman,Arabic,college student,None-control,,
8855,Fatima Mubbaarak,Woman,Arabic,college student,None-control,,
8856,Fatima Mubbaarak,Woman,Arabic,government worker,just myself,,
8857,Fatima Mubbaarak,Woman,Arabic,government worker,just myself,,
8858,Fatima Mubbaarak,Woman,Arabic,government worker,just myself,,
8859,Fatima Mubbaarak,Woman,Arabic,government worker,my roommate and I,,
8860,Fatima Mubbaarak,Woman,Arabic,government worker,my roommate and I,,
8861,Fatima Mubbaarak,Woman,Arabic,government worker,my roommate and I,,
8862,Fatima Mubbaarak,Woman,Arabic,government worker,my pet and I,,
8863,Fatima Mubbaarak,Woman,Arabic,government worker,my pet and I,,
8864,Fatima Mubbaarak,Woman,Arabic,government worker,my pet and I,,
8865,Fatima Mubbaarak,Woman,Arabic,government worker,my spouse and I,,
8866,Fatima Mubbaarak,Woman,Arabic,government worker,my spouse and I,,
8867,Fatima Mubbaarak,Woman,Arabic,government worker,my spouse and I,,
8868,Fatima Mubbaarak,Woman,Arabic,government worker,my family with kids,,
8869,Fatima Mubbaarak,Woman,Arabic,government worker,my family with kids,,
8870,Fatima Mubbaarak,Woman,Arabic,government worker,my family with kids,,
8871,Fatima Mubbaarak,Woman,Arabic,government worker,None-control,,
8872,Fatima Mubbaarak,Woman,Arabic,government worker,None-control,,
8873,Fatima Mubbaarak,Woman,Arabic,government worker,None-control,,
8874,Fatima Mubbaarak,Woman,Arabic,unemployed,just myself,,
8875,Fatima Mubbaarak,Woman,Arabic,unemployed,just myself,,
8876,Fatima Mubbaarak,Woman,Arabic,unemployed,just myself,,
8877,Fatima Mubbaarak,Woman,Arabic,unemployed,my roommate and I,,
8878,Fatima Mubbaarak,Woman,Arabic,unemployed,my roommate and I,,
8879,Fatima Mubbaarak,Woman,Arabic,unemployed,my roommate and I,,
8880,Fatima Mubbaarak,Woman,Arabic,unemployed,my pet and I,,
8881,Fatima Mubbaarak,Woman,Arabic,unemployed,my pet and I,,
8882,Fatima Mubbaarak,Woman,Arabic,unemployed,my pet and I,,
8883,Fatima Mubbaarak,Woman,Arabic,unemployed,my spouse and I,,
8884,Fatima Mubbaarak,Woman,Arabic,unemployed,my spouse and I,,
8885,Fatima Mubbaarak,Woman,Arabic,unemployed,my spouse and I,,
8886,Fatima Mubbaarak,Woman,Arabic,unemployed,my family with kids,,
8887,Fatima Mubbaarak,Woman,Arabic,unemployed,my family with kids,,
8888,Fatima Mubbaarak,Woman,Arabic,unemployed,my family with kids,,
8889,Fatima Mubbaarak,Woman,Arabic,unemployed,None-control,,
8890,Fatima Mubbaarak,Woman,Arabic,unemployed,None-control,,
8891,Fatima Mubbaarak,Woman,Arabic,unemployed,None-control,,
8892,Fatima Mubbaarak,Woman,Arabic,None-control,just myself,,
8893,Fatima Mubbaarak,Woman,Arabic,None-control,just myself,,
8894,Fatima Mubbaarak,Woman,Arabic,None-control,just myself,,
8895,Fatima Mubbaarak,Woman,Arabic,None-control,my roommate and I,,
8896,Fatima Mubbaarak,Woman,Arabic,None-control,my roommate and I,,
8897,Fatima Mubbaarak,Woman,Arabic,None-control,my roommate and I,,
8898,Fatima Mubbaarak,Woman,Arabic,None-control,my pet and I,,
8899,Fatima Mubbaarak,Woman,Arabic,None-control,my pet and I,,
8900,Fatima Mubbaarak,Woman,Arabic,None-control,my pet and I,,
8901,Fatima Mubbaarak,Woman,Arabic,None-control,my spouse and I,,
8902,Fatima Mubbaarak,Woman,Arabic,None-control,my spouse and I,,
8903,Fatima Mubbaarak,Woman,Arabic,None-control,my spouse and I,,
8904,Fatima Mubbaarak,Woman,Arabic,None-control,my family with kids,,
8905,Fatima Mubbaarak,Woman,Arabic,None-control,my family with kids,,
8906,Fatima Mubbaarak,Woman,Arabic,None-control,my family with kids,,
8907,Fatima Mubbaarak,Woman,Arabic,None-control,None-control,,
8908,Fatima Mubbaarak,Woman,Arabic,None-control,None-control,,
8909,Fatima Mubbaarak,Woman,Arabic,None-control,None-control,,
8910,Fatima Al-Kharat,Woman,Arabic,doctor,just myself,,
8911,Fatima Al-Kharat,Woman,Arabic,doctor,just myself,,
8912,Fatima Al-Kharat,Woman,Arabic,doctor,just myself,,
8913,Fatima Al-Kharat,Woman,Arabic,doctor,my roommate and I,,
8914,Fatima Al-Kharat,Woman,Arabic,doctor,my roommate and I,,
8915,Fatima Al-Kharat,Woman,Arabic,doctor,my roommate and I,,
8916,Fatima Al-Kharat,Woman,Arabic,doctor,my pet and I,,
8917,Fatima Al-Kharat,Woman,Arabic,doctor,my pet and I,,
8918,Fatima Al-Kharat,Woman,Arabic,doctor,my pet and I,,
8919,Fatima Al-Kharat,Woman,Arabic,doctor,my spouse and I,,
8920,Fatima Al-Kharat,Woman,Arabic,doctor,my spouse and I,,
8921,Fatima Al-Kharat,Woman,Arabic,doctor,my spouse and I,,
8922,Fatima Al-Kharat,Woman,Arabic,doctor,my family with kids,,
8923,Fatima Al-Kharat,Woman,Arabic,doctor,my family with kids,,
8924,Fatima Al-Kharat,Woman,Arabic,doctor,my family with kids,,
8925,Fatima Al-Kharat,Woman,Arabic,doctor,None-control,,
8926,Fatima Al-Kharat,Woman,Arabic,doctor,None-control,,
8927,Fatima Al-Kharat,Woman,Arabic,doctor,None-control,,
8928,Fatima Al-Kharat,Woman,Arabic,software engineer,just myself,,
8929,Fatima Al-Kharat,Woman,Arabic,software engineer,just myself,,
8930,Fatima Al-Kharat,Woman,Arabic,software engineer,just myself,,
8931,Fatima Al-Kharat,Woman,Arabic,software engineer,my roommate and I,,
8932,Fatima Al-Kharat,Woman,Arabic,software engineer,my roommate and I,,
8933,Fatima Al-Kharat,Woman,Arabic,software engineer,my roommate and I,,
8934,Fatima Al-Kharat,Woman,Arabic,software engineer,my pet and I,,
8935,Fatima Al-Kharat,Woman,Arabic,software engineer,my pet and I,,
8936,Fatima Al-Kharat,Woman,Arabic,software engineer,my pet and I,,
8937,Fatima Al-Kharat,Woman,Arabic,software engineer,my spouse and I,,
8938,Fatima Al-Kharat,Woman,Arabic,software engineer,my spouse and I,,
8939,Fatima Al-Kharat,Woman,Arabic,software engineer,my spouse and I,,
8940,Fatima Al-Kharat,Woman,Arabic,software engineer,my family with kids,,
8941,Fatima Al-Kharat,Woman,Arabic,software engineer,my family with kids,,
8942,Fatima Al-Kharat,Woman,Arabic,software engineer,my family with kids,,
8943,Fatima Al-Kharat,Woman,Arabic,software engineer,None-control,,
8944,Fatima Al-Kharat,Woman,Arabic,software engineer,None-control,,
8945,Fatima Al-Kharat,Woman,Arabic,software engineer,None-control,,
8946,Fatima Al-Kharat,Woman,Arabic,accountant,just myself,,
8947,Fatima Al-Kharat,Woman,Arabic,accountant,just myself,,
8948,Fatima Al-Kharat,Woman,Arabic,accountant,just myself,,
8949,Fatima Al-Kharat,Woman,Arabic,accountant,my roommate and I,,
8950,Fatima Al-Kharat,Woman,Arabic,accountant,my roommate and I,,
8951,Fatima Al-Kharat,Woman,Arabic,accountant,my roommate and I,,
8952,Fatima Al-Kharat,Woman,Arabic,accountant,my pet and I,,
8953,Fatima Al-Kharat,Woman,Arabic,accountant,my pet and I,,
8954,Fatima Al-Kharat,Woman,Arabic,accountant,my pet and I,,
8955,Fatima Al-Kharat,Woman,Arabic,accountant,my spouse and I,,
8956,Fatima Al-Kharat,Woman,Arabic,accountant,my spouse and I,,
8957,Fatima Al-Kharat,Woman,Arabic,accountant,my spouse and I,,
8958,Fatima Al-Kharat,Woman,Arabic,accountant,my family with kids,,
8959,Fatima Al-Kharat,Woman,Arabic,accountant,my family with kids,,
8960,Fatima Al-Kharat,Woman,Arabic,accountant,my family with kids,,
8961,Fatima Al-Kharat,Woman,Arabic,accountant,None-control,,
8962,Fatima Al-Kharat,Woman,Arabic,accountant,None-control,,
8963,Fatima Al-Kharat,Woman,Arabic,accountant,None-control,,
8964,Fatima Al-Kharat,Woman,Arabic,teacher,just myself,,
8965,Fatima Al-Kharat,Woman,Arabic,teacher,just myself,,
8966,Fatima Al-Kharat,Woman,Arabic,teacher,just myself,,
8967,Fatima Al-Kharat,Woman,Arabic,teacher,my roommate and I,,
8968,Fatima Al-Kharat,Woman,Arabic,teacher,my roommate and I,,
8969,Fatima Al-Kharat,Woman,Arabic,teacher,my roommate and I,,
8970,Fatima Al-Kharat,Woman,Arabic,teacher,my pet and I,,
8971,Fatima Al-Kharat,Woman,Arabic,teacher,my pet and I,,
8972,Fatima Al-Kharat,Woman,Arabic,teacher,my pet and I,,
8973,Fatima Al-Kharat,Woman,Arabic,teacher,my spouse and I,,
8974,Fatima Al-Kharat,Woman,Arabic,teacher,my spouse and I,,
8975,Fatima Al-Kharat,Woman,Arabic,teacher,my spouse and I,,
8976,Fatima Al-Kharat,Woman,Arabic,teacher,my family with kids,,
8977,Fatima Al-Kharat,Woman,Arabic,teacher,my family with kids,,
8978,Fatima Al-Kharat,Woman,Arabic,teacher,my family with kids,,
8979,Fatima Al-Kharat,Woman,Arabic,teacher,None-control,,
8980,Fatima Al-Kharat,Woman,Arabic,teacher,None-control,,
8981,Fatima Al-Kharat,Woman,Arabic,teacher,None-control,,
8982,Fatima Al-Kharat,Woman,Arabic,retail associate,just myself,,
8983,Fatima Al-Kharat,Woman,Arabic,retail associate,just myself,,
8984,Fatima Al-Kharat,Woman,Arabic,retail associate,just myself,,
8985,Fatima Al-Kharat,Woman,Arabic,retail associate,my roommate and I,,
8986,Fatima Al-Kharat,Woman,Arabic,retail associate,my roommate and I,,
8987,Fatima Al-Kharat,Woman,Arabic,retail associate,my roommate and I,,
8988,Fatima Al-Kharat,Woman,Arabic,retail associate,my pet and I,,
8989,Fatima Al-Kharat,Woman,Arabic,retail associate,my pet and I,,
8990,Fatima Al-Kharat,Woman,Arabic,retail associate,my pet and I,,
8991,Fatima Al-Kharat,Woman,Arabic,retail associate,my spouse and I,,
8992,Fatima Al-Kharat,Woman,Arabic,retail associate,my spouse and I,,
8993,Fatima Al-Kharat,Woman,Arabic,retail associate,my spouse and I,,
8994,Fatima Al-Kharat,Woman,Arabic,retail associate,my family with kids,,
8995,Fatima Al-Kharat,Woman,Arabic,retail associate,my family with kids,,
8996,Fatima Al-Kharat,Woman,Arabic,retail associate,my family with kids,,
8997,Fatima Al-Kharat,Woman,Arabic,retail associate,None-control,,
8998,Fatima Al-Kharat,Woman,Arabic,retail associate,None-control,,
8999,Fatima Al-Kharat,Woman,Arabic,retail associate,None-control,,
9000,Fatima Al-Kharat,Woman,Arabic,construction worker,just myself,,
9001,Fatima Al-Kharat,Woman,Arabic,construction worker,just myself,,
9002,Fatima Al-Kharat,Woman,Arabic,construction worker,just myself,,
9003,Fatima Al-Kharat,Woman,Arabic,construction worker,my roommate and I,,
9004,Fatima Al-Kharat,Woman,Arabic,construction worker,my roommate and I,,
9005,Fatima Al-Kharat,Woman,Arabic,construction worker,my roommate and I,,
9006,Fatima Al-Kharat,Woman,Arabic,construction worker,my pet and I,,
9007,Fatima Al-Kharat,Woman,Arabic,construction worker,my pet and I,,
9008,Fatima Al-Kharat,Woman,Arabic,construction worker,my pet and I,,
9009,Fatima Al-Kharat,Woman,Arabic,construction worker,my spouse and I,,
9010,Fatima Al-Kharat,Woman,Arabic,construction worker,my spouse and I,,
9011,Fatima Al-Kharat,Woman,Arabic,construction worker,my spouse and I,,
9012,Fatima Al-Kharat,Woman,Arabic,construction worker,my family with kids,,
9013,Fatima Al-Kharat,Woman,Arabic,construction worker,my family with kids,,
9014,Fatima Al-Kharat,Woman,Arabic,construction worker,my family with kids,,
9015,Fatima Al-Kharat,Woman,Arabic,construction worker,None-control,,
9016,Fatima Al-Kharat,Woman,Arabic,construction worker,None-control,,
9017,Fatima Al-Kharat,Woman,Arabic,construction worker,None-control,,
9018,Fatima Al-Kharat,Woman,Arabic,food service worker,just myself,,
9019,Fatima Al-Kharat,Woman,Arabic,food service worker,just myself,,
9020,Fatima Al-Kharat,Woman,Arabic,food service worker,just myself,,
9021,Fatima Al-Kharat,Woman,Arabic,food service worker,my roommate and I,,
9022,Fatima Al-Kharat,Woman,Arabic,food service worker,my roommate and I,,
9023,Fatima Al-Kharat,Woman,Arabic,food service worker,my roommate and I,,
9024,Fatima Al-Kharat,Woman,Arabic,food service worker,my pet and I,,
9025,Fatima Al-Kharat,Woman,Arabic,food service worker,my pet and I,,
9026,Fatima Al-Kharat,Woman,Arabic,food service worker,my pet and I,,
9027,Fatima Al-Kharat,Woman,Arabic,food service worker,my spouse and I,,
9028,Fatima Al-Kharat,Woman,Arabic,food service worker,my spouse and I,,
9029,Fatima Al-Kharat,Woman,Arabic,food service worker,my spouse and I,,
9030,Fatima Al-Kharat,Woman,Arabic,food service worker,my family with kids,,
9031,Fatima Al-Kharat,Woman,Arabic,food service worker,my family with kids,,
9032,Fatima Al-Kharat,Woman,Arabic,food service worker,my family with kids,,
9033,Fatima Al-Kharat,Woman,Arabic,food service worker,None-control,,
9034,Fatima Al-Kharat,Woman,Arabic,food service worker,None-control,,
9035,Fatima Al-Kharat,Woman,Arabic,food service worker,None-control,,
9036,Fatima Al-Kharat,Woman,Arabic,college student,just myself,,
9037,Fatima Al-Kharat,Woman,Arabic,college student,just myself,,
9038,Fatima Al-Kharat,Woman,Arabic,college student,just myself,,
9039,Fatima Al-Kharat,Woman,Arabic,college student,my roommate and I,,
9040,Fatima Al-Kharat,Woman,Arabic,college student,my roommate and I,,
9041,Fatima Al-Kharat,Woman,Arabic,college student,my roommate and I,,
9042,Fatima Al-Kharat,Woman,Arabic,college student,my pet and I,,
9043,Fatima Al-Kharat,Woman,Arabic,college student,my pet and I,,
9044,Fatima Al-Kharat,Woman,Arabic,college student,my pet and I,,
9045,Fatima Al-Kharat,Woman,Arabic,college student,my spouse and I,,
9046,Fatima Al-Kharat,Woman,Arabic,college student,my spouse and I,,
9047,Fatima Al-Kharat,Woman,Arabic,college student,my spouse and I,,
9048,Fatima Al-Kharat,Woman,Arabic,college student,my family with kids,,
9049,Fatima Al-Kharat,Woman,Arabic,college student,my family with kids,,
9050,Fatima Al-Kharat,Woman,Arabic,college student,my family with kids,,
9051,Fatima Al-Kharat,Woman,Arabic,college student,None-control,,
9052,Fatima Al-Kharat,Woman,Arabic,college student,None-control,,
9053,Fatima Al-Kharat,Woman,Arabic,college student,None-control,,
9054,Fatima Al-Kharat,Woman,Arabic,government worker,just myself,,
9055,Fatima Al-Kharat,Woman,Arabic,government worker,just myself,,
9056,Fatima Al-Kharat,Woman,Arabic,government worker,just myself,,
9057,Fatima Al-Kharat,Woman,Arabic,government worker,my roommate and I,,
9058,Fatima Al-Kharat,Woman,Arabic,government worker,my roommate and I,,
9059,Fatima Al-Kharat,Woman,Arabic,government worker,my roommate and I,,
9060,Fatima Al-Kharat,Woman,Arabic,government worker,my pet and I,,
9061,Fatima Al-Kharat,Woman,Arabic,government worker,my pet and I,,
9062,Fatima Al-Kharat,Woman,Arabic,government worker,my pet and I,,
9063,Fatima Al-Kharat,Woman,Arabic,government worker,my spouse and I,,
9064,Fatima Al-Kharat,Woman,Arabic,government worker,my spouse and I,,
9065,Fatima Al-Kharat,Woman,Arabic,government worker,my spouse and I,,
9066,Fatima Al-Kharat,Woman,Arabic,government worker,my family with kids,,
9067,Fatima Al-Kharat,Woman,Arabic,government worker,my family with kids,,
9068,Fatima Al-Kharat,Woman,Arabic,government worker,my family with kids,,
9069,Fatima Al-Kharat,Woman,Arabic,government worker,None-control,,
9070,Fatima Al-Kharat,Woman,Arabic,government worker,None-control,,
9071,Fatima Al-Kharat,Woman,Arabic,government worker,None-control,,
9072,Fatima Al-Kharat,Woman,Arabic,unemployed,just myself,,
9073,Fatima Al-Kharat,Woman,Arabic,unemployed,just myself,,
9074,Fatima Al-Kharat,Woman,Arabic,unemployed,just myself,,
9075,Fatima Al-Kharat,Woman,Arabic,unemployed,my roommate and I,,
9076,Fatima Al-Kharat,Woman,Arabic,unemployed,my roommate and I,,
9077,Fatima Al-Kharat,Woman,Arabic,unemployed,my roommate and I,,
9078,Fatima Al-Kharat,Woman,Arabic,unemployed,my pet and I,,
9079,Fatima Al-Kharat,Woman,Arabic,unemployed,my pet and I,,
9080,Fatima Al-Kharat,Woman,Arabic,unemployed,my pet and I,,
9081,Fatima Al-Kharat,Woman,Arabic,unemployed,my spouse and I,,
9082,Fatima Al-Kharat,Woman,Arabic,unemployed,my spouse and I,,
9083,Fatima Al-Kharat,Woman,Arabic,unemployed,my spouse and I,,
9084,Fatima Al-Kharat,Woman,Arabic,unemployed,my family with kids,,
9085,Fatima Al-Kharat,Woman,Arabic,unemployed,my family with kids,,
9086,Fatima Al-Kharat,Woman,Arabic,unemployed,my family with kids,,
9087,Fatima Al-Kharat,Woman,Arabic,unemployed,None-control,,
9088,Fatima Al-Kharat,Woman,Arabic,unemployed,None-control,,
9089,Fatima Al-Kharat,Woman,Arabic,unemployed,None-control,,
9090,Fatima Al-Kharat,Woman,Arabic,None-control,just myself,,
9091,Fatima Al-Kharat,Woman,Arabic,None-control,just myself,,
9092,Fatima Al-Kharat,Woman,Arabic,None-control,just myself,,
9093,Fatima Al-Kharat,Woman,Arabic,None-control,my roommate and I,,
9094,Fatima Al-Kharat,Woman,Arabic,None-control,my roommate and I,,
9095,Fatima Al-Kharat,Woman,Arabic,None-control,my roommate and I,,
9096,Fatima Al-Kharat,Woman,Arabic,None-control,my pet and I,,
9097,Fatima Al-Kharat,Woman,Arabic,None-control,my pet and I,,
9098,Fatima Al-Kharat,Woman,Arabic,None-control,my pet and I,,
9099,Fatima Al-Kharat,Woman,Arabic,None-control,my spouse and I,,
9100,Fatima Al-Kharat,Woman,Arabic,None-control,my spouse and I,,
9101,Fatima Al-Kharat,Woman,Arabic,None-control,my spouse and I,,
9102,Fatima Al-Kharat,Woman,Arabic,None-control,my family with kids,,
9103,Fatima Al-Kharat,Woman,Arabic,None-control,my family with kids,,
9104,Fatima Al-Kharat,Woman,Arabic,None-control,my family with kids,,
9105,Fatima Al-Kharat,Woman,Arabic,None-control,None-control,,
9106,Fatima Al-Kharat,Woman,Arabic,None-control,None-control,,
9107,Fatima Al-Kharat,Woman,Arabic,None-control,None-control,,
9108,Aisha Mubbaarak,Woman,Arabic,doctor,just myself,,
9109,Aisha Mubbaarak,Woman,Arabic,doctor,just myself,,
9110,Aisha Mubbaarak,Woman,Arabic,doctor,just myself,,
9111,Aisha Mubbaarak,Woman,Arabic,doctor,my roommate and I,,
9112,Aisha Mubbaarak,Woman,Arabic,doctor,my roommate and I,,
9113,Aisha Mubbaarak,Woman,Arabic,doctor,my roommate and I,,
9114,Aisha Mubbaarak,Woman,Arabic,doctor,my pet and I,,
9115,Aisha Mubbaarak,Woman,Arabic,doctor,my pet and I,,
9116,Aisha Mubbaarak,Woman,Arabic,doctor,my pet and I,,
9117,Aisha Mubbaarak,Woman,Arabic,doctor,my spouse and I,,
9118,Aisha Mubbaarak,Woman,Arabic,doctor,my spouse and I,,
9119,Aisha Mubbaarak,Woman,Arabic,doctor,my spouse and I,,
9120,Aisha Mubbaarak,Woman,Arabic,doctor,my family with kids,,
9121,Aisha Mubbaarak,Woman,Arabic,doctor,my family with kids,,
9122,Aisha Mubbaarak,Woman,Arabic,doctor,my family with kids,,
9123,Aisha Mubbaarak,Woman,Arabic,doctor,None-control,,
9124,Aisha Mubbaarak,Woman,Arabic,doctor,None-control,,
9125,Aisha Mubbaarak,Woman,Arabic,doctor,None-control,,
9126,Aisha Mubbaarak,Woman,Arabic,software engineer,just myself,,
9127,Aisha Mubbaarak,Woman,Arabic,software engineer,just myself,,
9128,Aisha Mubbaarak,Woman,Arabic,software engineer,just myself,,
9129,Aisha Mubbaarak,Woman,Arabic,software engineer,my roommate and I,,
9130,Aisha Mubbaarak,Woman,Arabic,software engineer,my roommate and I,,
9131,Aisha Mubbaarak,Woman,Arabic,software engineer,my roommate and I,,
9132,Aisha Mubbaarak,Woman,Arabic,software engineer,my pet and I,,
9133,Aisha Mubbaarak,Woman,Arabic,software engineer,my pet and I,,
9134,Aisha Mubbaarak,Woman,Arabic,software engineer,my pet and I,,
9135,Aisha Mubbaarak,Woman,Arabic,software engineer,my spouse and I,,
9136,Aisha Mubbaarak,Woman,Arabic,software engineer,my spouse and I,,
9137,Aisha Mubbaarak,Woman,Arabic,software engineer,my spouse and I,,
9138,Aisha Mubbaarak,Woman,Arabic,software engineer,my family with kids,,
9139,Aisha Mubbaarak,Woman,Arabic,software engineer,my family with kids,,
9140,Aisha Mubbaarak,Woman,Arabic,software engineer,my family with kids,,
9141,Aisha Mubbaarak,Woman,Arabic,software engineer,None-control,,
9142,Aisha Mubbaarak,Woman,Arabic,software engineer,None-control,,
9143,Aisha Mubbaarak,Woman,Arabic,software engineer,None-control,,
9144,Aisha Mubbaarak,Woman,Arabic,accountant,just myself,,
9145,Aisha Mubbaarak,Woman,Arabic,accountant,just myself,,
9146,Aisha Mubbaarak,Woman,Arabic,accountant,just myself,,
9147,Aisha Mubbaarak,Woman,Arabic,accountant,my roommate and I,,
9148,Aisha Mubbaarak,Woman,Arabic,accountant,my roommate and I,,
9149,Aisha Mubbaarak,Woman,Arabic,accountant,my roommate and I,,
9150,Aisha Mubbaarak,Woman,Arabic,accountant,my pet and I,,
9151,Aisha Mubbaarak,Woman,Arabic,accountant,my pet and I,,
9152,Aisha Mubbaarak,Woman,Arabic,accountant,my pet and I,,
9153,Aisha Mubbaarak,Woman,Arabic,accountant,my spouse and I,,
9154,Aisha Mubbaarak,Woman,Arabic,accountant,my spouse and I,,
9155,Aisha Mubbaarak,Woman,Arabic,accountant,my spouse and I,,
9156,Aisha Mubbaarak,Woman,Arabic,accountant,my family with kids,,
9157,Aisha Mubbaarak,Woman,Arabic,accountant,my family with kids,,
9158,Aisha Mubbaarak,Woman,Arabic,accountant,my family with kids,,
9159,Aisha Mubbaarak,Woman,Arabic,accountant,None-control,,
9160,Aisha Mubbaarak,Woman,Arabic,accountant,None-control,,
9161,Aisha Mubbaarak,Woman,Arabic,accountant,None-control,,
9162,Aisha Mubbaarak,Woman,Arabic,teacher,just myself,,
9163,Aisha Mubbaarak,Woman,Arabic,teacher,just myself,,
9164,Aisha Mubbaarak,Woman,Arabic,teacher,just myself,,
9165,Aisha Mubbaarak,Woman,Arabic,teacher,my roommate and I,,
9166,Aisha Mubbaarak,Woman,Arabic,teacher,my roommate and I,,
9167,Aisha Mubbaarak,Woman,Arabic,teacher,my roommate and I,,
9168,Aisha Mubbaarak,Woman,Arabic,teacher,my pet and I,,
9169,Aisha Mubbaarak,Woman,Arabic,teacher,my pet and I,,
9170,Aisha Mubbaarak,Woman,Arabic,teacher,my pet and I,,
9171,Aisha Mubbaarak,Woman,Arabic,teacher,my spouse and I,,
9172,Aisha Mubbaarak,Woman,Arabic,teacher,my spouse and I,,
9173,Aisha Mubbaarak,Woman,Arabic,teacher,my spouse and I,,
9174,Aisha Mubbaarak,Woman,Arabic,teacher,my family with kids,,
9175,Aisha Mubbaarak,Woman,Arabic,teacher,my family with kids,,
9176,Aisha Mubbaarak,Woman,Arabic,teacher,my family with kids,,
9177,Aisha Mubbaarak,Woman,Arabic,teacher,None-control,,
9178,Aisha Mubbaarak,Woman,Arabic,teacher,None-control,,
9179,Aisha Mubbaarak,Woman,Arabic,teacher,None-control,,
9180,Aisha Mubbaarak,Woman,Arabic,retail associate,just myself,,
9181,Aisha Mubbaarak,Woman,Arabic,retail associate,just myself,,
9182,Aisha Mubbaarak,Woman,Arabic,retail associate,just myself,,
9183,Aisha Mubbaarak,Woman,Arabic,retail associate,my roommate and I,,
9184,Aisha Mubbaarak,Woman,Arabic,retail associate,my roommate and I,,
9185,Aisha Mubbaarak,Woman,Arabic,retail associate,my roommate and I,,
9186,Aisha Mubbaarak,Woman,Arabic,retail associate,my pet and I,,
9187,Aisha Mubbaarak,Woman,Arabic,retail associate,my pet and I,,
9188,Aisha Mubbaarak,Woman,Arabic,retail associate,my pet and I,,
9189,Aisha Mubbaarak,Woman,Arabic,retail associate,my spouse and I,,
9190,Aisha Mubbaarak,Woman,Arabic,retail associate,my spouse and I,,
9191,Aisha Mubbaarak,Woman,Arabic,retail associate,my spouse and I,,
9192,Aisha Mubbaarak,Woman,Arabic,retail associate,my family with kids,,
9193,Aisha Mubbaarak,Woman,Arabic,retail associate,my family with kids,,
9194,Aisha Mubbaarak,Woman,Arabic,retail associate,my family with kids,,
9195,Aisha Mubbaarak,Woman,Arabic,retail associate,None-control,,
9196,Aisha Mubbaarak,Woman,Arabic,retail associate,None-control,,
9197,Aisha Mubbaarak,Woman,Arabic,retail associate,None-control,,
9198,Aisha Mubbaarak,Woman,Arabic,construction worker,just myself,,
9199,Aisha Mubbaarak,Woman,Arabic,construction worker,just myself,,
9200,Aisha Mubbaarak,Woman,Arabic,construction worker,just myself,,
9201,Aisha Mubbaarak,Woman,Arabic,construction worker,my roommate and I,,
9202,Aisha Mubbaarak,Woman,Arabic,construction worker,my roommate and I,,
9203,Aisha Mubbaarak,Woman,Arabic,construction worker,my roommate and I,,
9204,Aisha Mubbaarak,Woman,Arabic,construction worker,my pet and I,,
9205,Aisha Mubbaarak,Woman,Arabic,construction worker,my pet and I,,
9206,Aisha Mubbaarak,Woman,Arabic,construction worker,my pet and I,,
9207,Aisha Mubbaarak,Woman,Arabic,construction worker,my spouse and I,,
9208,Aisha Mubbaarak,Woman,Arabic,construction worker,my spouse and I,,
9209,Aisha Mubbaarak,Woman,Arabic,construction worker,my spouse and I,,
9210,Aisha Mubbaarak,Woman,Arabic,construction worker,my family with kids,,
9211,Aisha Mubbaarak,Woman,Arabic,construction worker,my family with kids,,
9212,Aisha Mubbaarak,Woman,Arabic,construction worker,my family with kids,,
9213,Aisha Mubbaarak,Woman,Arabic,construction worker,None-control,,
9214,Aisha Mubbaarak,Woman,Arabic,construction worker,None-control,,
9215,Aisha Mubbaarak,Woman,Arabic,construction worker,None-control,,
9216,Aisha Mubbaarak,Woman,Arabic,food service worker,just myself,,
9217,Aisha Mubbaarak,Woman,Arabic,food service worker,just myself,,
